Unique Poem#	Juan.Seq#	Poem Name	Poet's Name	Poet Intro	Poem Refs	Poem Commentary	Poem Content
Lu1983.029	2.3	【黃鵠歌】	漢昭帝劉弗陵	〈弗陵。武帝少子。后元二年二月。立為皇太子。即位。元平元年卒。年二十二。〉		〖西京雜記曰：始元元年。黃鵠下太液池。上為歌曰：〗	黃鵠飛兮下建章。羽肅肅兮行蹌蹌。金為衣兮菊為裳。唼喋荷荇。出入蒹葭。自顧菲薄。愧爾嘉祥。（○西京雜記一。《御覽》五百九十二。古文苑四。《樂府詩集》八十四。廣《文選》十四。《詩紀》一。又《初學記》三十引章、蹌、祥三韻。《白帖》二十九引章、裳二韻。《御覽》九百十六經章、蹌、裳、祥四韻。《說文》系傳足部{將足}下作漢宣帝歌。引章、{將足}二韻。《爾雅》翼三作漢武帝歌。引裳一韻。○逯案。鵠、鶴。古率通用。故此鵠或作鶴。又出入蒹葭句。葭字似與章、祥等不韻。惟檢安世房中歌。{宀瓜}與光、行、芒、章相葉。是歌陽混押。本有其例。）
Lu1983.030	2.4	【歌】	燕王劉旦	〈旦。武帝第四子。元狩六年。封于燕。立三十八年。元鳳元年自殺。謚曰刺王。〉		〖《漢書》曰：昭帝時。旦自以為武帝子。且長。不得立。乃與其姊蓋長公主、左將軍上官桀交通。謀廢帝自立。燕倉知其謀告之。由是發覺。王憂懣。置酒萬載宮。會賓客群牙齒妃妾坐飲。王自歌曰云云。華容夫人起舞。坐者皆泣。王遂自殺。〗	歸空城兮狗不吠。雞不鳴。橫術何廣廣兮固知國中之無人。（○《漢書》燕刺王旦傳。《御覽》一百五十、五百七十。《樂府詩集》八十五作燕王歌。《詩紀》一。）
Lu1983.031	2.5	【華容夫人歌】	燕王劉旦	〈旦。武帝第四子。元狩六年。封于燕。立三十八年。元鳳元年自殺。謚曰刺王。〉	〖附〗		發紛紛兮寘渠。骨籍籍兮亡居。母求死子兮妻求死夫。裴回兩渠間兮君子獨安居。（○《漢書》燕刺王傳。《御覽》一百五十、五百七十。《樂府詩集》八十五。《詩紀》一。）
Lu1983.032	2.6	【歌】	李陵	〈陵。字少卿。隴西成紀人。前將軍廣之孫。為侍中建章監。拜騎都尉。天漢二年。兵敗降於匈奴。娶單于女。封右校王。元平元年。病死。有集二卷。〉	〖《詩紀》作別歌。〗	〖《漢書》曰：昭帝即位數年。匈奴與漢和親。漢使求蘇武等。單于許武還。李陵置酒賀武曰：異域之人。一別長絕。因起舞而歌。泣下數行。遂與武決。〗	徑萬里兮度沙漠。為君將兮奮匈奴。路窮絕兮矢刃摧。士眾滅兮名已隤。老母已死雖欲報恩將安歸。（○《漢書》蘇武傳。《書鈔》一百七。《漢書》霍去病傳注。《文選》六十祭顏光祿文注。《御覽》四百八十八。《詩紀》二。又韻補一引幕、奴二韻。）
Lu1983.033	2.7	【歌二首】	廣川王劉去	〈去。繆王齊太子。武帝征和二年。嗣。在位四十五年。宣帝本始三年。自殺。〉	〖西京雜記作去疾。《御覽》七百七、七百十九引《漢書》。並同。〗	〖據《漢書》。廣川王去以陽城昭信為后。幸姬陶望卿為修靡夫人。主繒帛。崔修成為明貞夫人。主永巷。后昭信譖望卿失寵。去與昭信等飲。諸婢皆侍。去為望卿作歌。竟殺望卿。昭信欲擅愛。曰：王使明貞夫人主諸姬。滛亂雜禁。乃禁閉諸姬。非大置酒召。不得見。去憐之。為作歌曰：〗	背尊章。嫖以忽。謀屈奇。起自絕。行周流。自生患。諒非望。今誰怨。（○《漢書》廣川惠王越傳。《樂府詩集》八十四。《詩紀》一。）
Lu1983.034	2.8	【右為望卿作】	廣川王劉去	〈去。繆王齊太子。武帝征和二年。嗣。在位四十五年。宣帝本始三年。自殺。〉			愁莫愁。居無聊。心重結。意不舒。內茀郁。憂哀積。上不見天。生何益。日崔隤。時不再。願棄軀。死無悔。（○同上）
Lu1983.035	2.9	【歌】	廣陵王劉胥	〈胥。武帝第五子。元狩六年。封廣陵王。立六十四年。五鳳四年誅。謚曰厲。〉	〖《詩紀》作瑟歌。〗	〖《漢書》曰：昭帝時。胥見帝年少無子。有覬欲心。迎女巫李女須。使下神祝詛。宣帝時。祝詛事發覺。胥置酒顯陽殿。召太子霸及子女等夜飲。使所幸鼓瑟歌舞。王自歌曰云云。左右悉涕泣奏酒。至雞鳴時罷。〗	欲久生兮無終。長不樂兮安窮。奉天期兮不得須臾。千里馬兮駐待路。黃泉下兮幽深。人生要死。何為苦心。何用為樂心所喜。出入無悰為樂亟。蒿里召兮郭門閱。死不得取代庸。身自逝。（○《漢書》廣陵厲王胥傳。《御覽》一百五十、五百七十。《樂府詩集》八十五。《詩紀》一。）
Lu1983.036	2.10	【歌】	烏孫公主細君	〈細君。江都王建女。元封中。武帝以之妻烏孫王昆莫。昆莫以為左夫人。昆莫死。復妻其孫岑陬。生一女少夫。〉	〖《詩紀》作悲愁歌。〗	〖《漢書》曰：武帝遣細君為公主。以妻烏孫王昆莫。公主至其國。自治宮室居。歲時一再與昆莫會。置酒飲食。昆莫年老。言語不通。公主悲歡離合。乃自作歌曰：〗	吾家嫁我兮天一方。遠托異國兮烏孫王。廬為室兮旃為牆。以肉為食兮酪為漿。居常土思兮心內傷。願為黃鵠兮還故鄉。（○《漢書》西域傳。玉台新詠九。《書鈔》一百六。《類聚》四十三。《御覽》五百七十。《樂府詩集》八十四。廣《文選》十四。事類賦歌賦注。草堂詩箋十二留花門詩注。《詩紀》二。又《書鈔》百三十四引方、王、牆三韻。《文選》二十七王明君辭注引方、王、牆三韻、四十一答蘇武書注引漿一韻。《御覽》七百八引王、壇二韻。又七百九十五引通典。錄方、王、牆、漿四韻。○逯案。此歌。廣《文選》作劉安烏孫公主歌。殊謬。）
Lu1983.037	2.11	【歌詩】	楊惲	〈惲。字子幼。敞第二子。初為郎。補常侍騎。擢左曹。地節中。封平通侯。遷中郎將。神爵初。拜光祿勛。五鳳二年。與太僕戴長樂相失。免為庶人。后歲餘腰斬。〉	〖《詩紀》作拊缶歌。〗	〖《漢書》惲答孫惠宗《書》曰：田家作苦。歲時伏臘。烹羊炰羔。斗酒自勞。家本秦也。能為秦聲。婦趙女也。雅善鼓瑟。奴婢歌者數人。酒後耳熱。仰天拊缶而呼烏烏。其《詩》曰：〗	田彼南山。蕪穢不治。種一頃豆。落而為萁。人生行樂耳。須富貴何時。（○《漢書》楊敞傳。《白帖》二十三。《御覽》八百二十一。風雅翼補遺下。《詩紀》二。）
Lu1983.038	2.12	【自劾詩】	韋玄成	〈玄成。字少翁。魯鄒人。丞相賢之少子。為諫大夫。遷大河都尉。襲爵扶陽侯。拜河南太守。神爵末。征為未央衛尉。五鳳中。遷太常。坐楊惲免。起為淮南王中尉。元帝即位。進少府。遷太子太傅。永光初。拜御史大夫。代于定國為丞相。建昭三年卒。謚曰共侯。〉		〖《漢書》曰：玄成以列侯侍祀孝惠廟。當晨入廟。天雨淖。不駕駟馬車而騎至廟下。有司劾奏。等輩數人皆削爵為關內侯。玄成自傷貶黜父爵。作詩自劾責。曰：〗	赫矣我祖。侯于豕韋。賜命建伯。有殷以綏。厥績既昭。車服有常。朝宗商邑。四牡翔翔。德之令顯。慶流於裔。宗周至漢。群后歷世。肅肅楚傅。輔翼元夷。厥駟有庸。惟慎惟祗。嗣王孔佚。越遷於鄒。五世壙僚。至我節侯。惟我節侯。顯德遐聞。左右昭宣。五品以訓。既耇致位。惟懿惟奐。厥賜祁祁。百金洎館。國彼扶陽。在京之東。惟帝是留。政謀是從。繹繹六轡。是列是理。威儀濟濟。朝享天子。天子穆穆。是宗是師。四方遐爾。觀國之輝。茅土之繼。在我俊兄。惟我俊兄。是讓是形。于休厥德。于赫有聲。致我小子。越留于京。惟我小子。不肅會同。媠彼車服。黜此附庸。赫赫顯爵。自我隊之。微微附庸。自我招之。誰能忍愧。寄之我顏。誰將遐征。從之夷蠻。于赫三事。匪俊匪作。于蔑小子。終焉其度。誰謂華高。企其齊而。誰謂德難。厲其庶而。嗟我小子。于貳其尤。隊彼令聲。申此擇辭。四方群后。我監我視。威儀車服。唯肅是履。（○《漢書》韋賢傳附玄成傳。廣《文選》八。《詩紀》二。○王念孫讀書雜誌四《漢書》第十二厲其庶而條。謂庶當作幾。與齊為韻。王先謙《漢書》補註引王文彬曰：上文隊、招非韻。疊之為韻。此亦疊而為韻。無庸改庶為幾。逯案。王文彬說是。漢人用韻較寬。不必律以古韻也。）
Lu1983.039	2.13	【戒子孫詩】	韋玄成	〈玄成。字少翁。魯鄒人。丞相賢之少子。為諫大夫。遷大河都尉。襲爵扶陽侯。拜河南太守。神爵末。征為未央衛尉。五鳳中。遷太常。坐楊惲免。起為淮南王中尉。元帝即位。進少府。遷太子太傅。永光初。拜御史大夫。代于定國為丞相。建昭三年卒。謚曰共侯。〉		〖《漢書》曰：元帝即位。以玄成為少府。遷太子太傅。至御史大夫。永光中。代于定國為丞相。貶黜十年之間。遂繼父相位。封侯故國。榮當世焉。玄成復作詩。自著復玷缺之囏難。因以戒示子孫。曰：〗	于肅君子。既令厥德。儀服此恭。棣棣其則。咨余小子。既德靡逮。曾是車服。荒嫚以隊。明明天子。俊德烈烈。不遂我遺。恤我九列。我既茲恤。惟夙惟夜。畏忌是申。供事靡惰。天子我監。登我三事。顧我傷隊。爵復我舊。我既此登。望我舊階。先後茲度。漣漣孔懷。司直御事。我熙我盛。群公百僚。我嘉我慶。于異卿士。非同我心。三事惟囏。莫我肯矜。赫赫三事。力雖此畢。非我所度。退其罔日。昔我之隊。畏不此居。今我度茲。戚戚其懼。嗟我後人。命其靡常。靖享爾位。瞻仰靡荒。慎爾會同。戒爾車服。無媠爾儀。以保爾域。爾無我視。不慎不整。我之此復。惟祿之幸。于戲後人。惟肅惟栗。無忝顯祖。以蕃漢室。（○《漢書》韋賢傳附玄在傳。廣《文選》卷八。《詩紀》二。）
Lu1983.040	2.14	【七言】	劉向	〈向。字子政。初名更生。楚元王交玄孫。地節中。為輦郎。神爵初。擢諫大夫。后坐罪。贖減死。拜郎中給事黃門。遷散騎諫大夫給事中。元帝即位。擢為宗正。以忤弘恭、石顯下獄。尋為中郎。復下獄為庶人。成帝即位。召拜中郎。領護三輔都水。遷光祿大夫中壘校尉。綏和中卒。年七十二。有集六卷。〉			博學多識與凡殊。（○《文選》二西京賦注。）XX時將昏暮白日午。（○《文選》十三雪賦注。）XX朅來歸耕永自疏。（○《文選》十五思玄賦注、二十一秋胡詩注、二十九雜詩注。）XX結構野草起屋廬。（○《文選》三十七出師表注作劉歆七言詩。○逯案。以韻斷之。是亦向作。選注誤作劉歆耳。）XX宴處從容觀詩書。（○《文選》二十三贈士孫文始詩注引作劉向七略。○逯案。七略乃七言之誤。又向字。胡刻李注本作歆。今從六臣作向。）XX山鳥群鳴我心懷。（○《文選》二十四贈秀才入軍詩注。）
Lu1983.041	2.15	【絕命辭】	息夫躬	〈躬。字子微。河內河陽人。哀帝初。召待詔。擢光祿大夫左曹給事中。封宜陵侯。免。尋坐祝詛建平二年系獄死。有集一卷。〉		〖《漢書》曰：躬初待詔。數危言高論。自恐遭害。著絕命辭曰云云。后數年乃死。如若文。〗	玄雲泱鬱將安歸兮。鷹隼橫厲鸞徘徊兮。矰若浮焱動則機兮。叢棘扌戔扌戔曷可棲兮。發忠忘身自絕罔兮。冤頸折翼庸得往兮。涕泣流兮萑蘭。心結愲兮傷肝。虹霓曜兮日微。孽杳冥兮示開。痛入天兮嗚謼。冤際絕兮誰語。仰天光兮自列。招上帝兮我察。秋風為我唫。浮云為我陰。嗟若是兮欲可留。撫神龍兮攬其須。游曠迥兮反亡期。雄失據兮世我思。（○《漢書》息夫躬傳。《文選》補遺三十四。《詩紀》二。又《白帖》二十九引徊、機、棲、往四韻。《文選》三十七始出尚書省詩注引微一韻。《御覽》三百七十六引蘭、肝二韻。）
Lu1983.042	2.16	【怨詩】	班婕妤	〈班氏。樓煩人。班固之祖姑。成帝初。選入後宮。拜婕妤。鴻嘉中。求供養太后長信宮。有集一卷。〉	〖怨歌行○玉台、《文選》注作怨詩。《文選》、《樂府詩集》作怨歌行。〗		新裂齊紈素。鮮潔如霜雪。裁為合歡扇。團團似明月。出入君懷袖。動搖微風發。常恐秋節至。涼飈奪炎熱。棄捐篋笥中。恩情中道絕。（○《文選》二十七。玉台新詠一。《類聚》四十一、又六十九引作扇詩。《白帖》四引作詠扇詩。《樂府詩集》四十二。合璧事類外集六十不著撰人。文章正宗二十九。《詩紀》二。又杜公瞻編珠一引雪、月二韻。文鏡秘府論西卷引雪、月二韻及雪一韻。《初學記》一月部引雪、月二韻、又風部引雪、月、發三韻。《初學記》二雪部引雪、月二韻、又霜部引雪一韻。又《白帖》一月部引雪、月二韻、雪部引雪一韻作詠扇詩、霜部引雪一韻作扇詩。又《白帖》二引雪一韻。又《文選》三十和王主簿怨情詩注引雪、月二韻。又三十一雜體詩注引雪、月二韻。歲華紀麗三引熱、絕二韻作紈扇詩。《御覽》七子二引雪、月、發三韻作扇詩，又八百十四引雪、月二韻。黃氏集千家注杜工部詩史補遺五薄游詩注引月韻一句。事類賦扇賦引雪、月、發三韻作扇詩。○逯案。玉台此詩有序雲。昔漢成帝班婕妤失寵。供養于長信宮。乃作賦自傷。併為怨詩云雲。此玉台編者語也。又梁元帝謝東宮賚辟邪子錦白褊等啟雲。鮮潔齊紈。聲高趙谷。似梁時此詩皎仍作鮮。又《類聚》五十徐陵裴使君墓誌銘雲。明月團團似班姬之扇。則團圓者原應作團團。此詩蓋魏代伶人所作。附此俟考。）
Lu1983.043	3.1	【平城歌】				〖《漢書》曰：高祖自將兵三十二萬。擊韓王信。帝先至平城。步兵未盡到。冒頓精兵三十餘萬。圍帝于白登。七日。漢兵中外不得救餉。樊噲時為上將軍。不能解圍。天下皆歌之。後用陳平秘計得免。白登在平城東南。去平城十餘里。〗	平城之下亦誠苦。七日不食。不能彀弩。（○《漢書》匈奴傳。《後漢書》南匈奴傳論注引前《漢書》。《樂府詩集》八十三。《御覽》三百四十八引《史記》。《詩紀》八。又懶真子四引不能控弩四字。）
